"user_text","user_audio","assistant_text","asr_text"
"Give me some good ambient","00271.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>ambient</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>AMBIENT</genre><album></album></arguments></tool_call><end_of_turn>"
"Give me some good ambient","00272.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>ambient</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Album</album></arguments></tool_call><end_of_turn>"
"Stream some jazz","00273.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>jazz</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>JAZZ</genre><album></album></arguments></tool_call><end_of_turn>"
"Stream some jazz","00274.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>jazz</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>Jazz</genre><album></album></arguments></tool_call><end_of_turn>"
"I'm in the mood for rock","00275.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>rock</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>Rock</genre><album></album></arguments></tool_call><end_of_turn>"
"I'm in the mood for rock","00276.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>rock</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>ROCK</genre><album></album></arguments></tool_call><end_of_turn>"
"Stream some blues","00277.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>blues</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>BLUES</genre><album></album></arguments></tool_call><end_of_turn>"
"Stream some blues","00278.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>blues</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>BLUES</genre><album></album></arguments></tool_call><end_of_turn>"
"Start some chamber music","00279.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>chamber music</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Album</album></arguments></tool_call><end_of_turn>"
"Start some chamber music","00280.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>chamber music</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>CHAMBER</genre><album></album></arguments></tool_call><end_of_turn>"
"Queue up a salsa playlist","00281.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>salsa</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>SALSA</genre><album></album></arguments></tool_call><end_of_turn>"
"Queue up a salsa playlist","00282.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>salsa</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>SALSA</genre><album></album></arguments></tool_call><end_of_turn>"
"Play some disco","00283.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>disco</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>DISCO</genre><album></album></arguments></tool_call><end_of_turn>"
"Play some disco","00284.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>disco</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>Disco</genre><album></album></arguments></tool_call><end_of_turn>"
"Run some techno","00285.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>techno</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>TECHNO</genre><album></album></arguments></tool_call><end_of_turn>"
"Run some techno","00286.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>techno</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>TECHNO</genre><album></album></arguments></tool_call><end_of_turn>"
"Queue up some symphony","00287.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>symphony</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Album</album></arguments></tool_call><end_of_turn>"
"Queue up some symphony","00288.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>symphony</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>Symphony</genre><album></album></arguments></tool_call><end_of_turn>"
"Queue up a r&b playlist","00289.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>r&b</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>RAWRN</artist><title>Title</title><genre>R&B</genre><album>Playlist</album></arguments></tool_call><end_of_turn>"
"Queue up a r&b playlist","00290.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>r&b</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>R&B</artist><title>Title</title><genre>R&B</genre><album></album></arguments></tool_call><end_of_turn>"
"Play salsa music","00291.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>salsa</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Salsa</artist><title>When the Moon is Yellow</title><genre>Salsa</genre><album></album></arguments></tool_call><end_of_turn>"
"Play salsa music","00292.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>salsa</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Salsa</artist><title>Salsa Music</title><genre>Salsa</genre><album></album></arguments></tool_call><end_of_turn>"
"I'm in the mood for hip hop","00293.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>hip hop</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>HIP HOP</genre><album></album></arguments></tool_call><end_of_turn>"
"I'm in the mood for hip hop","00294.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>hip hop</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>HIP HOP</genre><album></album></arguments></tool_call><end_of_turn>"
"Please play some dubstep","00295.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>dubstep</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>Dabstep</genre><album></album></arguments></tool_call><end_of_turn>"
"Please play some dubstep","00296.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>dubstep</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>Dabstep</genre><album></album></arguments></tool_call><end_of_turn>"
"Give me some good country","00297.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>country</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Album</album></arguments></tool_call><end_of_turn>"
"Give me some good country","00298.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>country</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>COUNTRY</genre><album></album></arguments></tool_call><end_of_turn>"
"Queue up a fusion playlist","00299.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>fusion</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>FUSION</genre><album>Playlist</album></arguments></tool_call><end_of_turn>"
"Queue up a fusion playlist","00300.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>fusion</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>FUSION</genre><album></album></arguments></tool_call><end_of_turn>"
"I'm in the mood for classical","00301.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>classical</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>CLASSICAL</genre><album></album></arguments></tool_call><end_of_turn>"
